budget,genres,id,imdb_id,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,vote_average,vote_count
33000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",9074.0,tt0399327,en,21.476,"[{'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 11343, 'logo_path': None, 'name': 'Fried Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'TR', 'name': 'Turkey'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2005-09-08,13485145.0,83.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,5.7,500.0
18000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9079.0,tt0101787,en,23.237,"[{'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 112008, 'logo_path': None, 'name': 'Fogwood Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-06-20,82264675.0,111.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",Released,6.7,416.0
22000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",9080.0,tt0090056,en,24.847,"[{'id': 8760, 'logo_path': None, 'name': 'AAR Films', 'origin_country': ''}, {'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 172630, 'logo_path': None, 'name': 'Warner Bros.', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1985-12-06,60088980.0,102.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,6.184,567.0
20000000.0,"[{'id': 37, 'name': 'Western'}, {'id': 12, 'name': 'Adventure'}]",9086.0,tt0100994,en,37.258,"[{'id': 10210, 'logo_path': '/gHaNnHd4LjNAoAG5aJthVrdAjZo.png', 'name': 'Morgan Creek', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-08-01,59000000.0,104.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,6.49,491.0
62000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9087.0,tt0112346,en,45.076,"[{'id': 97, 'logo_path': '/7znWcbDd4PcJzJUlJxYqAlPPykp.png', 'name': 'Castle Rock Entertainment', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 316, 'logo_path': None, 'name': 'Wildwood Enterprises', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/tVoHtTipJDUz5cCUib65SiVCP0e.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-11-17,107879496.0,114.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,6.6,648.0
35000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",9091.0,tt0114576,en,25.658,"[{'id': 99689, 'logo_path': None, 'name': 'SHATTERED PRODUCTIONS', 'origin_country': ''}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 21437, 'logo_path': None, 'name': 'Imperial Entertainment', 'origin_country': ''}, {'id': 23770, 'logo_path': '/t1Dc5SaJLBfRxtl0ttLGdaYICQ2.png', 'name': 'Signature Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-10-27,64350171.0,110.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,5.975,650.0
6000000.0,"[{'id': 10402, 'name': 'Music'}, {'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]",616584.0,tt10521814,en,10.977,"[{'id': 65827, 'logo_path': None, 'name': 'Atlantic Records', 'origin_country': ''}, {'id': 121151, 'logo_path': None, 'name': 'Little Ugly', 'origin_country': ''}, {'id': 83553, 'logo_path': None, 'name': 'Frame 48', 'origin_country': ''}, {'id': 95417, 'logo_path': '/Q9YTXIe2ZGjWa1Ors6sqOpGrWp.png', 'name': 'Abramorama', 'origin_country': 'US'}]","[{'iso_3166_1': 'HU', 'name': 'Hungary'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2019-09-05,359377.0,92.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,7.7,259.0
20000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",616651.0,tt10696896,en,27.142,"[{'id': 6735, 'logo_path': '/pAQW38WU8ychBvYU2aGPTEbynEN.png', 'name': 'Participant', 'origin_country': 'US'}, {'id': 7, 'logo_path': '/1kqoutvio9eDaQpp0l4gQoEF4Yf.png', 'name': 'DreamWorks Pictures', 'origin_country': 'US'}, {'id': 154740, 'logo_path': None, 'name': 'Slow Pony', 'origin_country': 'US'}, {'id': 10039, 'logo_path': '/b8w4LldQolMKiLZw4FQJBcXSDGI.png', 'name': 'Anonymous Content', 'origin_country': 'US'}, {'id': 123420, 'logo_path': None, 'name': '3dot Productions', 'origin_country': 'US'}, {'id': 38399, 'logo_path': None, 'name': 'Supernatural Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-07-29,19754272.0,139.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,6.671,1057.0
157800000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 10751, 'name': 'Family'}]",616747.0,tt1695843,en,83.819,"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 118854, 'logo_path': '/g9LPNlQFoDcHjfnvrEqFmeIaDrZ.png', 'name': 'Rideback', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2023-07-26,117300000.0,123.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,6.614,770.0
20000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",616820.0,tt10665342,en,48.075,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 3172, 'logo_path': '/rzKluDcRkIwHZK2pHsiT667A2Kw.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}, {'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 20848, 'logo_path': '/htPfdm3yNRVsDz8CyyMozALKOO0.png', 'name': 'Rough House Pictures', 'origin_country': 'US'}, {'id': 15822, 'logo_path': '/Aodu1OPI0LHTWYr7Jlm4R2XY2og.png', 'name': 'Trancas International Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-10-12,104400000.0,111.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,6.172,1506.0
13000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]",63207.0,tt1634121,en,12.095,"[{'id': 8111, 'logo_path': '/p6Ie4y2hs9quqPgU1xcEsRux8bV.png', 'name': 'Apaches Entertainment', 'origin_country': 'ES'}, {'id': 5726, 'logo_path': '/rnMFkRXYfeDDsDMKg9HjabsHQif.png', 'name': 'Universal Pictures International', 'origin_country': 'GB'}, {'id': 11408, 'logo_path': None, 'name': 'Ministerio de Cultura', 'origin_country': ''}, {'id': 9335, 'logo_path': None, 'name': 'Canal+ España', 'origin_country': 'ES'}, {'id': 29566, 'logo_path': '/wHbtRtUnXGNzX0riQIpq1fcgueq.png', 'name': 'Atresmedia', 'origin_country': 'ES'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2011-09-12,3012210.0,100.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,5.46,475.0
100000000.0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",617653.0,tt4244994,en,46.051,"[{'id': 127928, 'logo_path': '/h0rjX5vjW5r8yEnUBStFarjcLT4.png', 'name': '20th Century Studios', 'origin_country': 'US'}, {'id': 1645, 'logo_path': '/6Ry6uNBaa0IbbSs1XYIgX5DkA9r.png', 'name': 'Scott Free Productions', 'origin_country': 'GB'}, {'id': 29313, 'logo_path': '/1whsMqm5kAPxKBhnTlKNcbXBQJK.png', 'name': 'Pearl Street Films', 'origin_country': 'US'}, {'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-10-13,30500000.0,153.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Romanian', 'iso_639_1': 'ro', 'name': 'Română'}]",Released,7.459,3029.0
17000000.0,"[{'id': 28, 'name': 'Action'}]",617922.0,tt6073576,zh,1.156,"[{'id': 121167, 'logo_path': None, 'name': 'HWSD Productions', 'origin_country': ''}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",2018-04-20,60622.0,88.0,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,0.0,0.0
2500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",63265.0,tt0303267,es,2.103,"[{'id': 94757, 'logo_path': None, 'name': 'OK Films', 'origin_country': ''}, {'id': 146758, 'logo_path': None, 'name': 'Rambla Producciones', 'origin_country': ''}, {'id': 74901, 'logo_path': None, 'name': 'Taxi Films', 'origin_country': 'CR'}, {'id': 8046, 'logo_path': '/9Pvyw0vgN6PWoMJGsUil0DNlXdd.png', 'name': 'Telefe', 'origin_country': 'AR'}, {'id': 7680, 'logo_path': '/uGcInOaHyvFZ337T5OeQKKVjSCJ.png', 'name': 'Tornasol Films', 'origin_country': 'ES'}, {'id': 2562, 'logo_path': '/hQcSVwfXKkjXzD4oO9BmHKoyfkh.png', 'name': 'Patagonik', 'origin_country': 'AR'}]","[{'iso_3166_1': 'UY', 'name': 'Uruguay'}, {'iso_3166_1': 'AR', 'name': 'Argentina'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",2002-05-31,481199.0,94.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,6.1,9.0
2000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",63281.0,tt1718881,ru,2.211,"[{'id': 21163, 'logo_path': None, 'name': 'Profit', 'origin_country': ''}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2010-09-30,1268793.0,107.0,"[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,4.4,5.0
2000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",63286.0,tt1548624,ru,2.317,"[{'id': 18064, 'logo_path': None, 'name': 'Rekun - Cinema', 'origin_country': 'RU'}, {'id': 3006, 'logo_path': None, 'name': 'Krasnaya Strela', 'origin_country': 'RU'}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2009-12-03,2238101.0,81.0,"[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,4.8,6.0
5600000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",618326.0,tt7858472,fr,10.303,"[{'id': 128893, 'logo_path': None, 'name': 'Kador', 'origin_country': ''}, {'id': 128894, 'logo_path': None, 'name': 'Place du Marché Productions', 'origin_country': ''}, {'id': 342, 'logo_path': None, 'name': 'Davis Films', 'origin_country': 'FR'}, {'id': 83, 'logo_path': '/9OQ0rm55xtlgX7KcAKMUePJSrQc.png', 'name': 'France 2 Cinéma', 'origin_country': 'FR'}, {'id': 10400, 'logo_path': '/9LlB2YAwXTkUAhx0pItSo6pDlkB.png', 'name': 'Eagle Pictures', 'origin_country': 'IT'}, {'id': 128895, 'logo_path': None, 'name': 'Happy Moon Productions', 'origin_country': ''}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",2019-10-09,540482.0,112.0,"[{'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}, {'english_name': 'Kurdish', 'iso_639_1': 'ku', 'name': ''}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,7.204,130.0
748.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",618869.0,tt10706724,en,0.6,[],"[{'iso_3166_1': 'AT', 'name': 'Austria'}, {'iso_3166_1': 'HU', 'name': 'Hungary'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",2019-07-27,850.0,59.0,"[{'english_name': 'No Language', 'iso_639_1': 'xx', 'name': 'No Language'}]",Released,10.0,2.0
1203235.0,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",619264.0,tt8228288,es,32.53,"[{'id': 52270, 'logo_path': None, 'name': 'Basque Films', 'origin_country': 'ES'}, {'id': 130875, 'logo_path': '/kGs7fwMxgxpYkFDxCGG6kKqPdnw.png', 'name': 'Mr. Miyagi', 'origin_country': 'ES'}, {'id': 31123, 'logo_path': '/Q9F9wXH9XRsSwvR9eA0Yn8P1wT.png', 'name': 'EiTB', 'origin_country': 'ES'}, {'id': 981, 'logo_path': '/pkrdO9ykplO4Zc8edikoSX5APUN.png', 'name': 'TVE', 'origin_country': 'ES'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2019-11-08,1090116.0,95.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,6.983,6405.0
13000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",619265.0,tt10555920,en,2.024,"[{'id': 74190, 'logo_path': None, 'name': 'G.P.L.A., Los Angeles', 'origin_country': ''}, {'id': 121370, 'logo_path': None, 'name': 'Conner Mac Studios', 'origin_country': ''}]",[],2019-10-31,13000000.0,120.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,0.0,0.0
283096.0,"[{'id': 10749, 'name': 'Romance'}]",63369.0,tt1810618,cn,4.303,[],[],2010-12-23,1029455.0,86.0,"[{'english_name': 'Cantonese', 'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]",Released,5.1,6.0
1700000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",63430.0,tt1602585,te,5.869,"[{'id': 55353, 'logo_path': None, 'name': 'Indira Productions', 'origin_country': ''}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2010-02-26,2800000.0,162.0,"[{'english_name': 'Telugu', 'iso_639_1': 'te', 'name': 'తెలుగు'}]",Released,6.75,18.0
4000000.0,"[{'id': 18, 'name': 'Drama'}]",63437.0,tt0120303,en,7.811,"[{'id': 2516, 'logo_path': None, 'name': 'Kuzui Enterprises', 'origin_country': 'US'}, {'id': 38764, 'logo_path': None, 'name': 'Banner Entertainment', 'origin_country': ''}, {'id': 39836, 'logo_path': None, 'name': 'Ben Myron Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-08-02,318809.0,101.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,5.8,30.0
15000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",619592.0,tt10308928,en,15.122,"[{'id': 290, 'logo_path': '/jrgCuaQsY9ouP5ILZf4Dq4ZOkIX.png', 'name': 'Ingenious Media', 'origin_country': 'GB'}, {'id': 121423, 'logo_path': None, 'name': 'Blue Box International', 'origin_country': 'US'}, {'id': 138238, 'logo_path': None, 'name': 'FON Film Production', 'origin_country': 'PR'}, {'id': 138239, 'logo_path': None, 'name': 'Force of Nature Film', 'origin_country': 'US'}, {'id': 3604, 'logo_path': '/jC6Hk3ZyNRlVPJsA0xGlAhgd2RP.png', 'name': 'Grindstone Entertainment Group', 'origin_country': 'US'}, {'id': 24513, 'logo_path': '/tW8mCKX6JgFyPAZjszZ3scCTqZk.png', 'name': 'Pimienta', 'origin_country': 'PR'}, {'id': 85562, 'logo_path': None, 'name': 'River Bay Films', 'origin_country': 'US'}, {'id': 65649, 'logo_path': '/tXTuZTEcYYB1hIyAAwDyhZE0f7c.png', 'name': 'SSS Entertainment', 'origin_country': 'US'}, {'id': 138240, 'logo_path': None, 'name': 'Way Down East Entertainment', 'origin_country': 'US'}, {'id': 10405, 'logo_path': None, 'name': 'EFO Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'PR', 'name': 'Puerto Rico'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2020-07-02,638221.0,91.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,5.226,471.0
35000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",619730.0,tt10731256,en,63.192,"[{'id': 829, 'logo_path': '/aXqwCvJSCDbTclkxAYfsT1l4Dsa.png', 'name': 'Vertigo Entertainment', 'origin_country': 'US'}, {'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-09-21,86700000.0,123.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,6.801,1991.0
40000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",619778.0,tt3811906,en,34.598,"[{'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 76907, 'logo_path': '/ygMQtjsKX7BZkCQhQZY82lgnCUO.png', 'name': 'Atomic Monster', 'origin_country': 'US'}, {'id': 141525, 'logo_path': None, 'name': 'Starlight Media', 'origin_country': 'US'}, {'id': 206855, 'logo_path': None, 'name': 'My Entertainment', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-09-01,34891791.0,111.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,6.815,2069.0
8100000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",619803.0,tt15838850,ko,58.915,"[{'id': 84678, 'logo_path': '/8pjrX8L669kQUdCqCCpv3uWOSBC.png', 'name': 'BA Entertainment', 'origin_country': 'KR'}, {'id': 139571, 'logo_path': None, 'name': 'ABO Entertainment', 'origin_country': 'KR'}, {'id': 96989, 'logo_path': None, 'name': 'Hong Film', 'origin_country': 'KR'}, {'id': 91505, 'logo_path': '/c6ggS6OO4tyEcgBQ7sHs67LDfES.png', 'name': 'Plus M Entertainment', 'origin_country': 'KR'}, {'id': 129217, 'logo_path': None, 'name': 'Big Punch Pictures', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2022-05-18,101200000.0,106.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,7.2,190.0
6000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",619918.0,tt9537888,no,9.019,"[{'id': 121459, 'logo_path': None, 'name': 'Gimpville AS', 'origin_country': ''}, {'id': 121460, 'logo_path': '/oNPtRYDzXY0vXLrlIXjYKDX6ROg.png', 'name': 'Kool Produktion', 'origin_country': 'NO'}]","[{'iso_3166_1': 'NO', 'name': 'Norway'}]",2020-01-24,1339784.0,75.0,"[{'english_name': 'Norwegian', 'iso_639_1': 'no', 'name': 'Norsk'}]",Released,6.6,60.0
2000000.0,"[{'id': 35, 'name': 'Comedy'}]",620683.0,tt10611372,pt,7.107,"[{'id': 54386, 'logo_path': '/pqbhVbxp2qLqILbJf1XMxt6Cmq9.png', 'name': 'Migdal Filmes', 'origin_country': 'BR'}, {'id': 13969, 'logo_path': '/bEpiJ2zXGIH70JT16asjWNFtOEv.png', 'name': 'Globo Filmes', 'origin_country': 'BR'}, {'id': 5726, 'logo_path': '/rnMFkRXYfeDDsDMKg9HjabsHQif.png', 'name': 'Universal Pictures International', 'origin_country': 'GB'}, {'id': 107355, 'logo_path': '/jAafT99rkahlBglJLeWtzyQjcRb.png', 'name': 'Paramount Pictures Brasil', 'origin_country': 'BR'}, {'id': 80097, 'logo_path': '/z71UO6XCAUSujya8GBqhD1RtYpz.png', 'name': 'Brazil Production Services', 'origin_country': 'BR'}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",2019-12-26,39273021.0,111.0,"[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",Released,8.2,454.0
5000000.0,"[{'id': 35, 'name': 'Comedy'}]",620725.0,tt9354944,en,19.952,"[{'id': 5490, 'logo_path': '/xuJSR4dWsvkE194aemIJwflyNF2.png', 'name': 'CBS Films', 'origin_country': 'US'}, {'id': 598, 'logo_path': None, 'name': 'Team Todd', 'origin_country': ''}, {'id': 24049, 'logo_path': '/zOHQ0A3PpNoLLeAxRZwSqNV3nPr.png', 'name': 'Sierra/Affinity', 'origin_country': 'US'}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 188451, 'logo_path': None, 'name': 'Jexi Studios', 'origin_country': 'CA'}, {'id': 8147, 'logo_path': '/q6HOAdSNgCbeOqwoMVRc6REgbXF.png', 'name': 'Entertainment One', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2019-10-10,9341824.0,84.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,6.846,1104.0
1600000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",621191.0,tt9285882,en,16.922,"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 288, 'logo_path': '/aW0IpM9d4Zjj978EqgDVSxXXhTj.png', 'name': 'BBC Film', 'origin_country': 'GB'}, {'id': 121620, 'logo_path': None, 'name': 'Joi Productions', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2019-11-22,5750000.0,91.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,7.3,196.0
127.0,"[{'id': 99, 'name': 'Documentary'}]",621468.0,tt8408288,en,0.6,[],[],2018-08-12,7500.0,41.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,1.0,1.0
14000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",621587.0,tt10767052,en,41.663,"[{'id': 85284, 'logo_path': '/7RvgzApnxYrdy9sqIAn1axTKuxu.png', 'name': 'The Imaginarium', 'origin_country': 'GB'}, {'id': 127929, 'logo_path': '/fCB4AVYvxxDvqumgYqsN6ehyN3G.png', 'name': 'Searchlight Pictures', 'origin_country': 'US'}, {'id': 8083, 'logo_path': None, 'name': 'Film Rites', 'origin_country': 'US'}, {'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}, {'id': 7817, 'logo_path': None, 'name': 'Defender Production', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2023-11-16,6400000.0,104.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,6.423,13.0
1785000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",63618.0,tt0048291,en,8.586,"[{'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1955-09-02,4000000.0,87.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,6.2,32.0
500.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",623010.0,tt8395602,en,0.6,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-05-09,1000.0,13.0,[],Released,0.0,0.0
